is_cheating,delta_yaw,delta_pitch,accel_yaw,accel_pitch,jerk_yaw,jerk_pitch,gcd_error_yaw,gcd_error_pitch
1,-3.072006,1.228802,1.228806,-1.228798,1.843201,0.000002,0.000107,0.000050
1,-3.072006,0.614399,0.000000,-0.614403,-1.228806,0.614395,0.000107,0.000023
1,-3.072006,0.000000,0.000000,-0.614399,0.000000,0.000004,0.000107,0.000000
1,-3.686401,-2.457600,0.614395,2.457600,0.614395,3.071999,0.000122,0.000095
1,-4.300797,-5.529600,0.614395,3.072001,0.000000,0.614401,0.000137,0.000216
1,-5.529602,0.000000,1.228806,-5.529600,0.614410,-8.601601,0.000183,0.000000
1,-15.360001,22.732801,9.830399,22.732801,8.601593,28.262402,0.000504,0.000887
1,-16.588806,13.516800,1.228806,-9.216002,-8.601593,-31.948803,0.000549,0.000526
1,-23.347198,7.372803,6.758392,-6.143997,5.529587,3.072004,0.000763,0.000290
1,-28.262405,2.457603,4.915207,-4.915199,-1.843185,1.228798,0.000931,0.000099
1,-22.732788,-1.228798,-5.529617,-1.228806,-10.444824,3.686394,0.000732,0.000046
1,-15.360016,-3.071999,-7.372772,1.843201,-1.843155,3.072006,0.000519,0.000118
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,162.201630,-41.779213,146.841614,38.707214,154.214386,36.864014,0.005341,0.001640
1,89.702408,39.936005,-72.499222,-1.843208,-219.340836,-40.550423,0.002945,0.001560
1,55.910404,1.843201,-33.792004,-38.092804,38.707218,-36.249596,0.001835,0.000072
1,-1.843200,1.228798,-54.067204,-0.614403,-20.275200,37.478401,0.000061,0.000046
1,-3.072000,1.228798,1.228800,0.000000,55.296005,0.614403,0.000101,0.000046
1,-4.300800,1.228798,1.228800,0.000000,0.000000,0.000000,0.000141,0.000046
1,-7.987200,1.228798,3.686400,0.000000,2.457600,0.000000,0.000262,0.000046
1,-24.576000,6.758400,16.588800,5.529602,12.902401,5.529602,0.000805,0.000263
1,-89.702408,4.915199,65.126404,-1.843201,48.537605,-7.372803,0.002945,0.000191
1,-57.139206,-1.843201,-32.563202,-3.071999,-97.689606,-1.228798,0.001877,0.000072
1,-4.915207,-0.614403,-52.223999,-1.228798,-19.660797,1.843201,0.000168,0.000027
1,-3.686401,0.000000,-1.228806,-0.614403,50.995193,0.614395,0.000122,0.000000
1,-3.686401,0.000000,0.000000,0.000000,1.228806,0.614403,0.000122,0.000000
1,-4.915207,0.614403,1.228806,0.614403,1.228806,0.614403,0.000168,0.000027
1,-8.601593,0.614403,3.686386,0.000000,2.457581,-0.614403,0.000275,0.000027
1,-9.830399,1.843201,1.228806,1.228798,-2.457581,1.228798,0.000320,0.000072
1,-26.419205,1.843201,16.588806,0.000000,15.360001,-1.228798,0.000870,0.000072
1,-89.702408,0.000000,63.283203,-1.843201,46.694397,-1.843201,0.002945,0.000000
1,-35.635193,-4.300797,-54.067215,4.300797,-117.350418,6.143997,0.001160,0.000164
1,-9.216003,-4.300797,-26.419189,0.000000,27.648026,-4.300797,0.000305,0.000164
1,-28.262390,6.143997,19.046387,1.843201,45.465576,1.843201,0.000916,0.000237
1,-36.864014,2.457603,8.601624,-3.686394,-10.444763,-5.529594,0.001221,0.000099
1,-55.295990,0.614403,18.431976,-1.843201,9.830353,1.843193,0.001801,0.000027
1,-43.622406,0.000000,-11.673584,-0.614403,-30.105560,1.228798,0.001434,0.000000
1,-27.648010,0.000000,-15.974396,0.000000,-4.300812,0.614403,0.000916,0.000000
1,-19.046387,0.000000,-8.601624,0.000000,7.372772,0.000000,0.000610,0.000000
1,-28.876831,0.000000,9.830444,0.000000,18.432068,0.000000,0.000977,0.000000
1,-55.910400,0.614403,27.033569,0.614403,17.203125,0.614403,0.001831,0.000027
1,-74.956787,0.000000,19.046387,-0.614403,-7.987183,-1.228806,0.002441,0.000000
1,-23.347229,-0.614403,-51.609558,0.614403,-70.655945,1.228806,0.000793,0.000027
1,-22.732788,0.000000,-0.614441,-0.614403,50.995117,-1.228806,0.000732,0.000000
1,-33.791992,0.614403,11.059204,0.614403,11.673645,1.228806,0.001099,0.000027
1,89.702393,-13.516800,55.910400,12.902397,44.851196,12.287994,0.002930,0.000526
1,81.715210,-1.843201,-7.987183,-11.673599,-63.897583,-24.575996,0.002686,0.000072
1,1.843201,-1.228798,-79.872009,-0.614403,-71.884827,11.059196,0.000061,0.000046
1,0.000000,-1.228798,-1.843201,0.000000,78.028809,0.614403,0.000000,0.000046
1,0.000000,-0.614403,0.000000,-0.614395,1.843201,-0.614395,0.000000,0.000027
1,-0.614380,-1.228798,0.614380,0.614395,0.614380,1.228790,0.000000,0.000046
1,-0.614380,-1.228798,0.000000,0.000000,-0.614380,-0.614395,0.000000,0.000046
1,0.000000,-1.228798,-0.614380,0.000000,-0.614380,0.000000,0.000000,0.000046
1,517.939209,-39.936020,517.939209,38.707222,518.553589,38.707222,0.016968,0.001575
1,517.939209,-39.936020,517.939209,38.707222,518.553589,38.707222,0.016968,0.001575
1,517.939209,-39.936020,517.939209,38.707222,518.553589,38.707222,0.016968,0.001575
1,517.939209,-39.936020,517.939209,38.707222,518.553589,38.707222,0.016968,0.001575
1,-89.702408,41.779205,-428.236816,1.843185,-946.176025,-36.864037,0.002945,0.001633
1,-62.054398,7.987198,-27.648010,-33.792007,400.588806,-35.635193,0.002029,0.000309
1,1.228790,5.529602,-60.825607,-2.457596,-33.177597,31.334412,0.000031,0.000217
1,3.071991,4.300797,1.843201,-1.228806,62.668808,1.228790,0.000092,0.000164
1,89.702408,3.071999,86.630417,-1.228798,84.787216,0.000008,0.002945,0.000118
1,88.473602,-2.457603,-1.228806,-0.614395,-87.859222,0.614403,0.002899,0.000099
1,0.000000,-1.843201,-88.473602,-0.614403,-87.244797,-0.000008,0.000000,0.000072
1,-0.614403,-1.843201,0.614403,0.000000,89.088005,0.614403,0.000023,0.000072
1,-3.071999,-1.228798,2.457596,-0.614403,1.843193,-0.614403,0.000099,0.000046
1,-5.529602,-1.228798,2.457603,0.000000,0.000008,0.614403,0.000183,0.000046
1,-3.686401,-1.228798,-1.843201,0.000000,-4.300804,0.000000,0.000122,0.000046
1,-2.457603,2.457603,-1.228798,1.228806,0.614403,1.228806,0.000084,0.000099
1,89.702408,-5.529602,87.244804,3.071999,88.473602,1.843193,0.002945,0.000217
1,74.956802,-3.686401,-14.745605,-1.843201,-101.990410,-4.915199,0.002457,0.000145
1,1.228802,-1.843201,-73.727997,-1.843201,-58.982391,0.000000,0.000042,0.000072
1,0.000000,-1.843201,-1.228802,0.000000,72.499191,1.843201,0.000000,0.000072
1,0.614399,-1.228798,0.614399,-0.614403,1.843201,-0.614403,0.000019,0.000046
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-181.862381,-41.164803,181.247986,39.936005,180.633591,40.550407,0.005936,0.001606
1,-89.702408,44.236801,-92.159973,3.071999,-273.407959,-36.864006,0.002945,0.001724
1,-75.571213,6.143997,-14.131195,-38.092804,78.028778,-41.164803,0.002487,0.000237
