deltaYaw,deltaPitch,accelYaw,accelPitch,jerkYaw,jerkPitch,label
11.29724,0.37754,2.59436,0.23233,0.08704,2.45887,1
11.80066,0.32914,0.50342,-0.0484,-2.09094,-0.28074,1
8.70288,-0.83253,-3.09778,-1.16167,-3.6012,-1.11327,1
3.30109,-3.50438,-5.40179,-2.67184,-2.30402,-1.51017,1
2.10071,-3.86256,-1.20038,-0.35818,4.20142,2.31366,1
-1.59729,-6.43759,-3.698,-2.57504,-2.49762,-2.21685,1
5.5954,-4.9855,7.19269,1.45209,10.89069,4.02712,1
5.79865,1.08423,0.20325,6.06973,-6.98944,4.61764,1
8.10266,3.93032,2.30402,2.84609,2.10077,-3.22364,1
5.29529,3.00098,-2.80737,-0.92934,-5.11139,-3.77543,1
6.60217,-0.00968,1.30688,-3.01066,4.11426,-2.08133,1
1.8974,-0.10649,-4.70477,-0.09681,-6.01166,2.91385,1
1.10358,-0.06776,-0.79382,0.03872,3.91095,0.13553,1
-2.30396,-0.63892,-3.40753,-0.57116,-2.61371,-0.60988,1
0.80347,-4.53052,3.10742,-3.8916,6.51495,-3.32044,1
5.79865,-5.12103,4.99518,-0.59052,1.88776,3.30108,1
10.97778,-2.47823,5.17914,2.6428,0.18396,3.23332,1
14.29822,0.3485,3.32043,2.82673,-1.8587,0.18393,1
9.49664,6.91194,-4.80157,6.56344,-8.12201,3.73671,1
6.30206,7.61863,-3.19458,0.70668,1.60699,-5.85676,1
7.09589,5.50826,0.79382,-2.11037,3.9884,-2.81705,1
4.80157,4.38531,-2.29431,-1.12295,-3.08813,0.98742,1
3.698,0.77445,-1.10358,-3.61086,1.19073,-2.48791,1
7.64764,0.63892,3.94965,-0.13553,5.05322,3.47533,1
8.95453,-1.83931,1.30688,-2.47823,-2.64276,-2.3427,1
12.16852,-4.15297,3.21399,-2.31366,1.9071,0.16457,1
14.76288,-5.38241,2.59436,-1.22943,-0.61963,1.08422,1
11.50055,-5.62442,-3.26233,-0.24202,-5.85669,0.98742,1
4.99518,-5.30496,-6.50537,0.31946,-3.24304,0.56148,1
1.7038,-1.35528,-3.29138,3.94968,3.21399,3.63022,1
2.60406,2.9429,0.90027,4.29818,4.19165,0.3485,1
5.70184,6.38919,3.09778,3.44629,2.19751,-0.85189,1
4.70477,3.90128,-0.99707,-2.48791,-4.09485,-5.9342,1
9.19653,1.13263,4.49176,-2.76865,5.48883,-0.28074,1
5.79865,-0.48403,-3.39789,-1.61666,-7.88965,1.15199,1
6.60217,-1.70378,0.80353,-1.21976,4.20142,0.3969,1
0.50342,-3.38821,-6.09875,-1.68442,-6.90228,-0.46466,1
-1.40369,-6.02133,-1.9071,-2.63312,4.19165,-0.9487,1
-3.30109,-5.16944,-1.8974,0.85189,0.0097,3.48501,1
-0.50342,-1.55857,2.79767,3.61086,4.69507,2.75897,1
-0.0968,2.07165,0.40662,3.63022,-2.39105,0.01936,1
1.8006,4.64668,1.8974,2.57504,1.49078,-1.05518,1
1.40369,5.08231,-0.39691,0.43563,-2.29431,-2.13941,1
-1.40369,15.07268,-2.80737,9.99037,-2.41046,9.55474,1
-8.70288,11.48118,-7.29919,-3.5915,-4.49182,-13.58187,1
-11.89746,7.5315,-3.19458,-3.94968,4.10461,-0.35818,1
-12.00391,3.13651,-0.10645,-4.39499,3.08813,-0.44531,1
-15.83746,-1.77155,-3.83356,-4.90805,-3.72711,-0.51307,1
-14.21112,-5.26624,1.62634,-3.4947,5.4599,1.41336,1
-11.5683,-5.49858,2.64282,-0.23233,1.01648,3.26236,1
-8.20917,-4.2885,3.35913,1.21008,0.71631,1.44241,1
-6.36017,-3.2914,1.849,0.9971,-1.51013,-0.21297,1
-4.85968,-2.14909,1.50049,1.14231,-0.34851,0.14521,1
-11.89746,-0.46467,-7.03778,1.68442,-8.53827,0.54211,1
-44.32739,4.82093,-32.42993,5.2856,-25.39215,3.60118,1
-19.4967,2.63312,24.83069,-2.18781,57.26062,-7.47342,1
-8.49957,-0.60988,10.99713,-3.243,-13.83356,-1.05519,1
-4.20135,-3.83352,4.29822,-3.22364,-6.69891,0.01936,1
-0.60022,-3.01066,3.60114,0.82285,-0.69708,4.04649,1
-0.80347,-4.86934,-0.20325,-1.85868,-3.80438,-2.68153,1
-4.70477,-6.20526,-3.90131,-1.33592,-3.69806,0.52276,1
-4.70477,-6.36015,0.0,-0.15489,3.90131,1.18103,1
-10.20337,-3.53341,-5.4986,2.82673,-5.4986,2.98162,1
-8.19946,-0.42595,2.00391,3.10747,7.5025,0.28074,1
-6.79578,2.87514,1.40369,3.30108,-0.60022,0.19361,1
-4.99518,2.93322,1.8006,0.05808,0.39691,-3.243,1
-2.90417,6.27302,2.091,3.3398,0.29041,3.28172,1
-2.60406,5.03391,0.30011,-1.23912,-1.79089,-4.57892,1
-6.39886,2.28462,-3.7948,-2.74929,-4.09491,-1.51017,1
-10.60022,-0.11617,-4.20135,-2.40079,-0.40656,0.3485,1
-9.79675,-2.46855,0.80347,-2.35238,5.00482,0.0484,1
-11.29724,-3.2914,-1.50049,-0.82285,-2.30396,1.52953,1
-12.10077,-4.56924,-0.80353,-1.27784,0.69696,-0.45499,1
-7.09589,-2.03292,5.00488,2.53631,5.80841,3.81415,1
-6.30206,0.96806,0.79382,3.00098,-4.21106,0.46467,1
-3.30109,1.84899,3.00098,0.88093,2.20715,-2.12005,1
-4.67572,3.79479,-1.37463,1.9458,-4.37561,1.06487,1
-26.60223,2.42983,-21.92651,-1.36496,-20.55188,-3.31076,1
-13.8045,5.45017,12.79773,3.02034,34.72424,4.38531,1
-17.20239,2.82673,-3.39789,-2.62344,-16.19562,-5.64378,1
-12.30402,-0.36786,4.89838,-3.1946,8.29626,-0.57116,1
-10.30017,-2.45887,2.00385,-2.09101,-2.89453,1.10359,1
-4.59827,-4.5402,5.7019,-2.08133,3.69806,0.00968,1
-3.39789,-5.51794,1.20038,-0.97774,-4.50153,1.10358,1
-3.30109,-4.56924,0.0968,0.9487,-1.10358,1.92644,1
-2.49759,-2.74929,0.8035,1.81995,0.7067,0.87125,1
-8.29626,0.10649,-5.79868,2.85578,-6.60217,1.03583,1
-8.79965,0.26138,-0.50339,0.15489,5.29529,-2.70089,1
-10.30014,1.51017,-1.50049,1.2488,-0.9971,1.09391,1
-6.79578,0.32914,3.50436,-1.18103,5.00485,-2.42983,1
-4.99518,2.53631,1.8006,2.20717,-1.70377,3.38821,1
-3.80447,3.33981,1.1907,0.80349,-0.60989,-1.40368,1
-4.50146,1.25848,-0.69699,-2.08133,-1.8877,-2.88482,1
-7.39597,0.9971,-2.8945,-0.26138,-2.19751,1.81995,1
-11.70383,0.37754,-4.30786,-0.61956,-1.41336,-0.35818,1
-8.40274,-0.40659,3.30109,-0.78413,7.60895,-0.16457,1
-12.79773,-0.84221,-4.39499,-0.43563,-7.69608,0.3485,1
-9.30304,0.45499,3.49469,1.2972,7.88968,1.73283,1
-6.79578,0.22265,2.50726,-0.23233,-0.98743,-1.52953,1
-4.20139,0.22265,2.59439,0.0,0.08713,0.23233,1
-6.49567,-1.01646,-2.29428,-1.23911,-4.88867,-1.23911,1
-4.54987,-1.81027,1.9458,-0.79381,4.24008,0.4453,1
-6.80545,0.18393,-2.25558,1.9942,-4.20139,2.78801,1
-14.45313,0.87125,-7.64767,0.68732,-5.39209,-1.30688,1
-30.20343,7.30885,-15.75031,6.43759,-8.10263,5.75027,1
-14.29822,1.2972,15.90521,-6.01165,31.65552,-12.44924,1
-9.30304,-0.36786,4.99518,-1.66506,-10.91003,4.34658,1
-5.29529,-1.51985,4.00775,-1.15199,-0.98743,0.51307,1
-1.59729,-0.21297,3.698,1.30688,-0.30975,2.45887,1
-3.99808,1.09391,-2.40079,1.30688,-6.09879,0.0,1
-4.70477,0.09681,-0.7067,-0.9971,1.69409,-2.30398,1
-5.79868,-0.46467,-1.0939,-0.56147,-0.38721,0.43563,1
-11.59735,-2.01356,-5.79868,-1.54889,-4.70477,-0.98742,1
-10.69705,-3.44629,0.9003,-1.43273,6.69897,0.11617,1
-7.29916,-5.91484,3.39789,-2.46855,2.49759,-1.03582,1
-4.10457,1.02614,3.1946,6.94098,-0.20329,9.40953,1
-2.90417,3.15587,1.20039,2.12973,-1.9942,-4.81125,1
-2.60408,3.75607,0.30009,0.6002,-0.9003,-1.52953,1
-0.39691,2.83641,2.20717,-0.91965,1.90707,-1.51985,1
-7.77351,1.06487,-7.3766,-1.77155,-9.58377,-0.85189,1
-10.50343,0.6486,-2.72992,-0.41627,4.64668,1.35528,1
-10.99715,-0.14521,-0.49371,-0.79381,2.23621,-0.37754,1
-8.59636,-0.75508,2.40079,-0.60987,2.8945,0.18393,1
-4.70477,-3.00098,3.89159,-2.2459,1.4908,-1.63602,1
2.49759,0.42595,7.20236,3.42693,3.31078,5.67283,1
7.39597,11.63607,4.89838,11.21012,-2.30399,7.7832,1
10.50345,11.61671,3.10748,-0.01936,-1.79089,-11.22949,1
20.3002,9.73868,9.79675,-1.87803,6.68927,-1.85867,1
26.09888,4.84029,5.79868,-4.89838,-3.99808,-3.02036,1
15.79874,0.6002,-10.30014,-4.2401,-16.09882,0.65829,1
3.99808,0.27106,-11.80066,-0.32914,-1.50052,3.91096,1
6.09879,0.98742,2.10071,0.71636,13.90137,1.0455,1
9.09976,0.66796,3.00098,-0.31946,0.90027,-1.03582,1
8.19946,-0.72604,-0.9003,-1.394,-3.90128,-1.07455,1
7.29916,-2.75897,-0.9003,-2.03293,0.0,-0.63892,1
2.7009,-5.45985,-4.59827,-2.70088,-3.69797,-0.66795,1
0.0968,-4.33691,-2.6041,1.12295,1.99417,3.82383,1
-1.8006,-4.87902,-1.8974,-0.54211,0.7067,-1.66506,1
-0.20328,-19.20629,1.59732,-14.32727,3.49472,-13.78516,1
-0.39691,-10.69705,-0.19363,8.50924,-1.79095,22.83651,1
4.80157,-1.5973,5.19849,9.09975,5.39212,0.59052,1
7.20236,-0.10649,2.40079,1.49081,-2.7977,-7.60894,1
6.60217,-0.00968,-0.60019,0.09681,-3.00098,-1.394,1
1.59729,-0.49371,-5.00488,-0.48403,-4.40469,-0.58084,1
2.30399,-2.07165,0.7067,-1.57794,5.71158,-1.09391,1
-3.20428,-3.49469,-5.50827,-1.42305,-6.21497,0.15489,1
-1.8974,-5.05327,1.30688,-1.55857,6.81516,-0.13553,1
-0.20328,-4.67573,1.69412,0.37754,0.38724,1.93612,1
4.80157,-0.24201,5.00485,4.43371,3.31073,4.05617,1
9.09976,1.52953,4.29819,1.77155,-0.70667,-2.66216,1
5.29529,7.96713,-3.80447,6.43759,-8.10266,4.66604,1
5.40176,8.66413,0.10648,0.697,3.91095,-5.74059,1
4.29819,7.93808,-1.10358,-0.72604,-1.21005,-1.42305,1
3.99808,4.84998,-0.30011,-3.08811,0.80347,-2.36206,1
1.59729,1.88771,-2.40079,-2.96226,-2.10068,0.12585,1
4.53052,-0.60988,2.93323,-2.49759,5.33401,0.46467,1
7.94775,-2.39111,3.41724,-1.78123,0.48401,0.71637,1
10.81323,-5.09199,2.86548,-2.70089,-0.55176,-0.91966,1
13.64963,-4.13361,2.8364,0.95838,-0.02908,3.65926,1
16.54413,-2.57504,2.8945,1.55858,0.05811,0.6002,1
13.17529,1.22944,-3.36884,3.80447,-6.26334,2.2459,1
11.20044,1.92644,-1.97485,0.697,1.39398,-3.10747,1
8.46085,4.33691,-2.73959,2.41047,-0.76474,1.71347,1
33.60132,6.00196,25.14047,1.66506,27.88007,-0.74541,1
9.69995,1.65538,-23.90137,-4.34658,-49.04184,-6.01164,1
9.90323,-2.06197,0.20328,-3.71735,24.10464,0.62924,1
7.09589,-0.88093,-2.80734,1.18103,-3.01062,4.89838,1
6.79578,-3.45597,-0.30011,-2.57504,2.50723,-3.75607,1
7.59924,-4.01744,0.80347,-0.56147,1.10358,2.01357,1
2.19751,-5.4889,-5.40173,-1.47145,-6.2052,-0.90998,1
-1.10358,-4.75317,-3.30109,0.73573,2.10065,2.20718,1
-1.59729,-3.78511,-0.49371,0.96806,2.80737,0.23233,1
4.40466,-1.53921,6.00195,2.2459,6.49567,1.27784,1
9.90326,2.01356,5.4986,3.55278,-0.50336,1.30688,1
7.09589,5.08231,-2.80737,3.06875,-8.30597,-0.48403,1
8.40277,5.76963,1.30688,0.68732,4.11426,-2.38143,1
6.49567,3.90128,-1.9071,-1.86835,-3.21399,-2.55567,1
5.40179,0.32914,-1.09387,-3.57214,0.81323,-1.70379,1
1.40369,-2.13941,-3.99811,-2.46855,-2.90424,1.10359,1
1.20038,-4.53052,-0.20331,-2.39111,3.7948,0.07745,1
4.99518,-5.62442,3.7948,-1.09391,3.99811,1.2972,1
8.93518,-3.52374,3.94,2.10069,0.1452,3.1946,1
11.6167,0.48403,2.68152,4.00776,-1.25848,1.90708,1
12.40082,1.85867,0.78412,1.37464,-1.8974,-2.63312,1
15.7019,4.61764,3.30109,2.75897,2.51697,1.38433,1
7.50244,3.26236,-8.19946,-1.35528,-11.50055,-4.11425,1
11.10364,8.02521,3.6012,4.76285,11.80066,6.11813,1
7.80255,5.39209,-3.30109,-2.63312,-6.90228,-7.39597,1
8.49957,1.72314,0.69702,-3.66895,3.99811,-1.03583,1
13.69806,-1.51985,5.19849,-3.243,4.50146,0.42595,1
8.70288,-3.5915,-4.99518,-2.07165,-10.19366,1.17135,1
13.8045,-6.06973,5.10162,-2.47823,10.0968,-0.40658,1
10.69708,-4.52084,-3.10742,1.54889,-8.20905,4.02712,1
9.69995,-4.76285,-0.99713,-0.24202,2.11029,-1.79091,1
3.6012,-1.2488,-6.09875,3.51406,-5.10162,3.75607,1
0.60022,0.37754,-3.00098,1.62634,3.09778,-1.88772,1
3.698,0.01936,3.09778,-0.35818,6.09875,-1.98452,1
2.60406,-0.27106,-1.09393,-0.29042,-4.19171,0.06776,1
9.90326,2.01356,7.29919,2.28462,8.39313,2.57504,1
7.20233,0.75509,-2.70093,-1.25848,-10.00012,-3.5431,1
6.39886,-0.68732,-0.80347,-1.44241,1.89746,-0.18393,1
4.40466,-2.13941,-1.9942,-1.45209,-1.19073,-0.00968,1
2.19751,-1.79091,-2.20715,0.3485,-0.21295,1.80059,1
-1.10358,-2.57504,-3.30109,-0.78413,-1.09393,-1.13263,1
-1.59729,-2.17813,-0.49371,0.3969,2.80737,1.18103,1
2.30396,0.29042,3.90125,2.46855,4.39496,2.07165,1
0.90027,2.00388,-1.40369,1.71346,-5.30493,-0.75509,1
4.59827,1.70378,3.698,-0.3001,5.10168,-2.01356,1
3.698,2.37174,-0.90027,0.66796,-4.59827,0.96806,1
-0.50342,1.48113,-4.20142,-0.89061,-3.30115,-1.55857,1
-4.59827,4.82093,-4.09485,3.3398,0.10657,4.23042,1
-6.90228,4.79189,-2.30402,-0.02904,1.79083,-3.36884,1
-9.30304,4.55956,-2.40076,-0.23233,-0.09674,-0.20329,1
-8.29626,4.24978,1.00677,-0.30978,3.40753,-0.07745,1
-8.19946,-0.02904,0.0968,-4.27882,-0.90997,-3.96904,1
-9.09973,1.11327,-0.90027,1.14231,-0.99707,5.42113,1
-6.56342,3.02034,2.53632,1.90707,3.43658,0.76476,1
-4.43372,0.30978,2.1297,-2.71056,-0.40662,-4.61764,1
-4.47241,0.37754,-0.0387,0.06776,-2.1684,2.77833,1
-7.88971,-0.21297,-3.4173,-0.59052,-3.3786,-0.65828,1
-12.67188,-0.82285,-4.78217,-0.60987,-1.36487,-0.01936,1
-16.24402,-2.58472,-3.57214,-1.76187,1.21002,-1.15199,1
-16.99915,-2.91386,-0.75513,-0.32914,2.81702,1.43273,1
-39.31287,-6.84418,-22.31372,-3.93032,-21.55859,-3.60118,1
-12.79773,-2.91386,26.51514,3.93032,48.82886,7.86064,1
-1.40369,-1.36496,11.39404,1.54889,-15.12109,-2.38143,1
-8.70288,-1.76187,-7.29919,-0.3969,-18.69324,-1.9458,1
-3.39789,-1.85867,5.30499,-0.09681,12.60419,0.3001,1
-7.396,-0.49371,-3.99811,1.36496,-9.3031,1.46177,1
-7.89935,0.13553,-0.50336,0.62924,3.49475,-0.73573,1
-6.19556,0.24201,1.7038,0.10649,2.20715,-0.52275,1
-1.50049,-1.2488,4.69507,-1.49081,2.99127,-1.5973,1
-0.30011,-1.62634,1.20038,-0.37754,-3.49469,1.11327,1
-0.20331,-2.9913,0.0968,-1.36496,-1.10358,-0.98742,1
-0.80347,0.11617,-0.60016,3.10747,-0.69696,4.47243,1
-7.59924,0.6002,-6.79578,0.48403,-6.19562,-2.62344,1
-12.00391,6.06973,-4.40466,5.46953,2.39111,4.9855,1
-10.20337,4.91774,1.80054,-1.15199,6.2052,-6.62152,1
-6.79578,3.26236,3.40759,-1.65538,1.60706,-0.50339,1
-6.09875,1.01646,0.69702,-2.2459,-2.71057,-0.59052,1
-2.79767,1.36496,3.30109,0.3485,2.60406,2.5944,1
-1.20038,1.16167,1.59729,-0.20329,-1.7038,-0.5518,1
-3.59149,-0.74541,-2.39111,-1.90708,-3.9884,-1.70378,1
-4.51117,-2.6428,-0.91968,-1.8974,1.47144,0.00968,1
-9.02231,-3.60118,-4.51114,-0.95838,-3.59146,0.93902,1
-14.00781,-0.63892,-4.9855,2.96226,-0.47437,3.92064,1
-20.00009,-0.26138,-5.99228,0.37754,-1.00677,-2.58472,1
-34.29834,7.91872,-14.29825,8.1801,-8.30597,7.80256,1
-10.09686,3.79479,24.20148,-4.12393,38.49973,-12.30403,1
-5.70187,1.25848,4.39499,-2.53632,-19.80649,1.58762,1
-3.99808,-0.26138,1.7038,-1.51985,-2.69119,1.01646,1
-3.20428,0.73573,0.79379,0.9971,-0.91,2.51695,1
-9.28369,0.47435,-6.07941,-0.26138,-6.8732,-1.25848,1
-10.20334,-0.27106,-0.91965,-0.74541,5.15976,-0.48403,1
-10.00006,-2.97194,0.20328,-2.70089,1.12292,-1.95548,1
-5.79868,-4.30786,4.20139,-1.33592,3.99811,1.36497,1
-3.20428,-6.25366,2.59439,-1.9458,-1.60699,-0.60988,1
-2.40079,-4.97582,0.8035,1.27784,-1.79089,3.22364,1
-2.49759,0.21297,-0.0968,5.1888,-0.9003,3.91096,1
-6.60217,5.57602,-4.10458,5.36305,-4.00778,0.17425,1
-8.70285,5.83739,-2.10068,0.26137,2.00391,-5.10168,1
-12.00394,4.62732,-3.30109,-1.21007,-1.20041,-1.47145,1
-8.89645,1.11327,3.10748,-3.51405,6.40857,-2.30398,1
-8.89645,1.12295,0.0,0.00968,-3.10748,3.52373,1
-8.89645,-0.30978,0.0,-1.43273,0.0,-1.44241,1
-5.19849,-3.13651,3.69797,-2.82673,3.69797,-1.394,1
-5.40176,-3.3398,-0.20328,-0.20329,-3.90125,2.62344,1
-4.7338,-5.96325,0.66797,-2.62344,0.87125,-2.42015,1
-6.66025,-4.99519,-1.92645,0.96806,-2.59442,3.5915,1
-10.26141,-0.13553,-3.60117,4.85966,-1.67471,3.8916,1
-18.72226,3.56246,-8.46085,3.69799,-4.85968,-1.16167,1
-33.39804,8.92551,-14.67578,5.36305,-6.21494,1.66506,1
-10.39696,4.14329,23.00108,-4.78222,37.67686,-10.14526,1
-4.99518,0.91965,5.40178,-3.22364,-17.5993,1.55858,1
-2.30399,0.50339,2.69119,-0.41626,-2.71059,2.80737,1
-3.99808,-0.73573,-1.69409,-1.23912,-4.38528,-0.82285,1
-5.40176,-3.47533,-1.40369,-2.7396,0.29041,-1.50049,1
-7.59926,-3.22364,-2.19749,0.25169,-0.79381,2.9913,1
-10.60025,-4.39499,-3.00099,-1.17135,-0.8035,-1.42305,1
-8.59636,-5.78899,2.00389,-1.394,5.00488,-0.22265,1
-6.79578,-3.88192,1.80058,1.90708,-0.20331,3.30108,1
-2.49759,-1.58762,4.29819,2.2943,2.4976,0.38722,1
-2.79768,5.30496,-0.30009,6.89258,-4.59828,4.59828,1
-3.50438,7.37661,-0.7067,2.07165,-0.4066,-4.82093,1
-6.39886,5.61474,-2.89449,-1.76187,-2.18779,-3.83352,1
-11.70383,3.17523,-5.30496,-2.43951,-2.41048,-0.67764,1
-10.20334,-1.13263,1.50049,-4.30786,6.80545,-1.86835,1
-11.29725,-2.46855,-1.09391,-1.33592,-2.5944,2.97194,1
-12.49764,-5.62442,-1.20039,-3.15587,-0.10648,-1.81995,1
-7.50246,-6.10845,4.99519,-0.48403,6.19558,2.67184,1
-3.09779,-5.52762,4.40467,0.58083,-0.59052,1.06486,1
-3.69798,-1.90708,-0.6002,3.62054,-5.00487,3.03971,1
-6.6796,0.06776,-2.98162,1.97484,-2.38142,-1.6457,1
-4.29818,1.35528,2.38142,1.28752,5.36304,-0.68732,1
-14.09494,5.61474,-9.79676,4.25946,-12.17818,2.97194,1
-9.39985,3.86255,4.69509,-1.75219,14.49185,-6.01165,1
-4.40467,1.18103,4.99519,-2.68152,0.3001,-0.92934,1
-3.30108,-0.87125,1.10358,-2.05228,-3.8916,0.62924,1
-0.697,-3.43661,2.60408,-2.56536,1.5005,-0.51307,1
0.9003,-5.46953,1.5973,-2.03292,-1.00678,0.53243,1
-1.8974,-6.486,-2.79769,-1.01646,-4.39499,1.01646,1
-2.19749,-3.47533,-0.3001,3.01066,2.49759,4.02713,1
-6.90226,0.28074,-4.70477,3.75607,-4.40467,0.74541,1
-7.39597,0.88093,-0.49371,0.6002,4.21105,-3.15587,1
-9.69995,3.50437,-2.30398,2.62344,-1.81026,2.02324,1
-4.40467,3.34948,5.29528,-0.15489,7.59926,-2.77833,1
-1.10359,6.11813,3.30108,2.76865,-1.9942,2.92354,1
-0.80349,7.183,0.3001,1.06487,-3.00098,-1.70378,1
-1.50049,3.71735,-0.697,-3.46565,-0.9971,-4.53052,1
-5.40177,1.63602,-3.90128,-2.08133,-3.20428,1.38433,1
-7.59926,-0.35818,-2.19749,-1.9942,1.70378,0.08712,1
-12.27499,-1.72314,-4.67572,-1.36496,-2.47823,0.62924,1
-15.29533,-3.45597,-3.02035,-1.73283,1.65538,-0.36786,1
-12.10074,-0.3969,3.1946,3.05907,6.21494,4.79189,1
-9.49666,1.85867,2.60408,2.25558,-0.59052,-0.80349,1
-9.39985,0.91965,0.09681,-0.93902,-2.50727,-3.1946,1
-5.78899,0.0484,3.61086,-0.87125,3.51405,0.06777,1
-5.31464,1.21975,0.47435,1.17135,-3.13651,2.0426,1
-5.80836,0.55179,-0.49371,-0.66796,-0.96806,-1.83931,1
-22.00398,0.61956,-16.19563,0.06776,-15.70191,0.73573,1
-7.20236,-1.71346,14.80162,-2.33302,30.99725,-2.40078,1
-8.49956,-3.86256,-1.2972,-2.14909,-16.09882,0.18393,1
-1.50049,-3.69799,6.99907,0.16457,8.29626,2.31366,1
0.3969,-5.40177,1.89739,-1.70378,-5.10168,-1.86835,1
0.90029,-3.11715,0.50339,2.28462,-1.394,3.9884,1
-1.89739,-2.75897,-2.79768,0.35818,-3.30107,-1.92644,1
-2.60408,0.61956,-0.70669,3.37853,2.091,3.02035,1
-5.89548,1.92644,-3.2914,1.30688,-2.58471,-2.07165,1
-8.89647,2.48791,-3.00099,0.56147,0.29041,-0.74541,1
-8.49956,1.51985,0.39691,-0.96806,3.3979,-1.52953,1
-2.19749,5.62442,6.30206,4.10457,5.90515,5.07263,1
-4.10457,3.92064,-1.90707,-1.70378,-8.20914,-5.80835,1
-3.69798,3.77543,0.40659,-0.14521,2.31366,1.55857,1
-7.50246,3.02034,-3.80447,-0.75508,-4.21106,-0.60987,1
-8.01553,0.80349,-0.51308,-2.21685,3.2914,-1.46177,1
-8.62541,1.68442,-0.60988,0.88093,-0.0968,3.09779,1
-12.28467,-1.79091,-3.65926,-3.47533,-3.04938,-4.35626,1
-12.33307,-1.56826,-0.0484,0.22265,3.61086,3.69798,1
-15.82776,-0.20329,-3.49469,1.36496,-3.44629,1.14231,1
-13.55283,1.18103,2.27493,1.38432,5.76962,0.01936,1
-8.18977,-0.36786,5.36305,-1.54889,3.08812,-2.93322,1
-12.4202,-2.16845,-4.23042,-1.80059,-9.59348,-0.2517,1
-7.50246,-6.49568,4.91774,-4.32722,9.14816,-2.52663,1
-7.69606,-1.90708,-0.1936,4.5886,-5.11134,8.91582,1
-6.99905,-1.42305,0.69701,0.48403,0.89061,-4.10457,1
-7.29916,-0.56147,-0.30011,0.86157,-0.99712,0.37754,1
-5.10168,-1.33592,2.19748,-0.77445,2.49759,-1.63602,1
-1.10358,-1.48113,3.99811,-0.14521,1.80063,0.62924,1
-0.30011,-0.61956,0.80347,0.86157,-3.19464,1.00678,1
0.9003,0.44531,1.20041,1.06487,0.39694,0.20329,1
-1.50049,0.18393,-2.40079,-0.26138,-3.6012,-1.32624,1
-5.10168,-0.79381,-3.6012,-0.97774,-1.20041,-0.71636,1
-8.70285,-2.67184,-3.60117,-1.87803,3e-05,-0.9003,1
-12.19754,-3.09779,-3.49469,-0.42595,0.10648,1.45209,1
-7.29916,2.88482,4.89838,5.9826,8.39307,6.40855,1
-7.39597,3.58182,-0.0968,0.697,-4.99518,-5.2856,1
-3.00098,3.40757,4.39499,-0.17425,4.49179,-0.87126,1
-3.698,3.76575,-0.69702,0.35818,-5.09201,0.53243,1
-2.60406,2.46855,1.09393,-1.2972,1.79095,-1.65538,1
-2.90417,-0.38722,-0.30011,-2.85577,-1.39404,-1.55858,1
-7.99615,0.79381,-5.09198,1.18103,-4.79187,4.0368,1
-7.80255,1.06487,0.1936,0.27106,5.28558,-0.90997,1
-6.49567,-0.28074,1.30688,-1.3456,1.11328,-1.61666,1
-4.80157,-1.11327,1.69409,-0.83253,0.38721,0.51307,1
5.89548,-4.2401,10.69705,-3.12683,9.00296,-2.2943,1
10.20334,-0.03872,4.30786,4.20137,-6.38919,7.3282,1
9.49667,7.43469,-0.70667,7.47342,-5.01453,3.27204,1
8.49957,9.42889,-0.9971,1.9942,-0.29044,-5.47921,1
8.29626,7.22172,-0.20331,-2.20717,0.79379,-4.20137,1
8.89645,5.15976,0.60019,-2.06197,0.8035,0.14521,1
6.09879,0.88093,-2.79767,-4.27882,-3.39786,-2.21686,1
7.82193,1.30688,1.72314,0.42595,4.52081,4.70477,1
7.98648,0.71636,0.16455,-0.59052,-1.55859,-1.01646,1
12.75903,0.30009,4.77255,-0.41627,4.608,0.17425,1
12.10074,-1.95548,-0.65829,-2.25558,-5.43085,-1.83931,1
7.59927,-3.78511,-4.50146,-1.82963,-3.84317,0.42595,1
5.40176,-5.12103,-2.19751,-1.33592,2.30396,0.49371,1
2.10069,-5.24688,-3.30107,-0.12585,-1.10356,1.21008,1
2.79768,-14.22079,0.69699,-8.97391,3.99806,-8.84806,1
2.60408,-2.28462,-0.1936,11.93617,-0.89059,20.91008,1
4.70477,1.56826,2.10069,3.85287,2.2943,-8.08329,1
6.99907,1.81995,2.2943,0.25169,0.1936,-3.60118,1
7.20236,1.19071,0.20329,-0.62924,-2.091,-0.88093,1
7.29916,0.22265,0.0968,-0.96806,-0.10649,-0.33882,1
3.00098,0.40659,-4.29819,0.18393,-4.39499,1.15199,1
0.39691,-2.86546,-2.60406,-3.27204,1.69412,-3.45597,1
0.30009,-3.63022,-0.09682,-0.76477,2.50725,2.50727,1
-1.2972,-3.75607,-1.59729,-0.12585,-1.50047,0.63892,1
6.50536,-5.29528,7.80255,-1.53921,9.39984,-1.41337,1
11.2198,0.05808,4.71445,5.35337,-3.0881,6.89258,1
16.30211,6.59248,5.08231,6.5344,0.36786,1.18103,1
12.49763,7.82192,-3.80447,1.22943,-8.88678,-5.30496,1
9.39986,6.24398,-3.09778,-1.57794,0.7067,-2.80737,1
8.19946,2.9913,-1.20039,-3.25268,1.89738,-1.67474,1
3.80447,0.9487,-4.39499,-2.04261,-3.1946,1.21007,1
3.99808,-0.9971,0.1936,-1.9458,4.58859,0.09681,1
6.40855,-2.74929,2.41048,-1.75219,2.21687,0.19361,1
