deltaYaw,deltaPitch,accelYaw,accelPitch,jerkYaw,jerkPitch,label
-0.06348,-2.15763,0.06348,1.01536,-0.06348,-0.57114,1
-0.06348,-1.39611,0.0,0.76152,-0.06348,-0.25384,1
0.0,-0.95189,0.06348,0.44422,0.06348,-0.3173,1
-0.06348,-0.6346,-0.06348,0.3173,-0.12695,-0.12692,1
0.0,-0.44422,0.06348,0.19038,0.12695,-0.12692,1
0.0,-0.25384,0.0,0.19038,-0.06348,0.0,1
0.0,-0.19038,0.0,0.06346,0.0,-0.12692,1
0.0,-0.12692,0.0,0.06346,0.0,0.0,1
0.0,-0.06346,0.0,0.06346,0.0,-0.0,1
0.0,-0.06346,0.0,0.0,0.0,-0.06346,1
0.0,-0.06346,0.0,0.0,0.0,0.0,1
0.44434,0.0,0.44434,0.06346,0.44434,0.06346,1
0.50781,0.0,0.06348,0.0,-0.38086,-0.06346,1
0.50781,0.0,0.0,0.0,-0.06348,0.0,1
0.44434,0.0,-0.06348,0.0,-0.06348,0.0,1
0.50781,0.0,0.06348,0.0,0.12695,0.0,1
0.57129,0.0,0.06348,0.0,0.0,0.0,1
0.50781,0.0,-0.06348,0.0,-0.12695,0.0,1
0.50781,0.0,0.0,0.0,0.06348,0.0,1
0.57129,0.0,0.06348,0.0,0.06348,0.0,1
0.44434,0.0,-0.12695,0.0,-0.19043,0.0,1
0.50781,0.0,0.06348,0.0,0.19043,0.0,1
0.57129,0.0,0.06348,0.0,0.0,0.0,1
0.12695,0.0,-0.44434,0.0,-0.50781,0.0,1
0.06348,0.06346,-0.06348,0.06346,0.38086,0.06346,1
0.12695,0.44422,0.06348,0.38076,0.12695,0.3173,1
0.0,0.6346,-0.12695,0.19038,-0.19043,-0.19038,1
0.0,0.82498,0.0,0.19038,0.12695,0.0,1
0.0,0.95189,0.0,0.12692,0.0,-0.06346,1
0.0,6.28251,0.0,5.33061,0.0,5.20369,1
0.0,7.48824,0.0,1.20573,0.0,-4.12488,1
0.0,6.9171,0.0,-0.57114,0.0,-1.77687,1
0.06348,5.90175,0.06348,-1.01535,0.06348,-0.44422,1
0.0,5.07677,-0.06348,-0.82498,-0.12695,0.19038,1
0.0,4.31526,0.0,-0.76152,0.06348,0.06346,1
0.0,3.80758,0.0,-0.50768,0.0,0.25384,1
0.0,3.42682,0.0,-0.38076,0.0,0.12692,1
0.0,-0.69806,0.0,-4.12488,0.0,-3.74412,1
0.0,-7.67862,0.0,-6.98056,0.0,-2.85569,1
0.0,-8.94781,0.0,-1.2692,0.0,5.71137,1
0.0,-8.75743,0.0,0.19038,0.0,1.45958,1
-3.49023,-6.72672,-3.49023,2.03071,-3.49023,1.84033,1
-3.87109,-2.09417,-0.38086,4.63256,3.10938,2.60184,1
-4.25195,1.33265,-0.38086,3.42682,0.0,-1.20573,1
-8.18652,7.93246,-3.93457,6.59981,-3.55371,3.17298,1
-13.38965,7.74208,-5.20313,-0.19038,-1.26855,-6.79018,1
-12.50195,7.5517,0.8877,-0.19038,6.09082,-0.0,1
-11.61328,7.36132,0.88867,-0.19038,0.00098,0.0,1
-2.41113,7.17094,9.20215,-0.19038,8.31348,0.0,1
0.0,5.52099,2.41113,-1.64995,-6.79102,-1.45958,1
0.0,0.06346,0.0,-5.45753,-2.41113,-3.80758,1
0.0,-6.66327,0.0,-6.72673,0.0,-1.2692,1
0.0,-6.47289,0.0,0.19038,0.0,6.91711,1
0.0,2.79222,0.0,9.26511,0.0,9.07473,1
0.0,6.15559,0.0,3.36336,0.0,-5.90175,1
0.0,6.02867,0.0,-0.12692,0.0,-3.49028,1
6.02832,5.83829,6.02832,-0.19038,6.02832,-0.06346,1
5.64746,5.71137,-0.38086,-0.12692,-6.40918,0.06346,1
5.2041,4.75948,-0.44336,-0.9519,-0.0625,-0.82498,1
4.82324,1.77687,-0.38086,-2.9826,0.0625,-2.03071,1
4.50586,-0.76151,-0.31738,-2.53838,0.06348,0.44422,1
9.64551,-4.8864,5.13965,-4.12489,5.45703,-1.5865,1
14.3418,-6.28251,4.69629,-1.39611,-0.44336,2.72878,1
18.78418,-6.79018,4.44238,-0.50768,-0.25391,0.88844,1
22.90918,-7.2344,4.125,-0.44422,-0.31738,0.06346,1
25.25684,-7.67862,2.34766,-0.44422,-1.77734,0.0,1
2.2207,-8.12284,-23.03613,-0.44422,-25.38379,0.0,1
1.71387,-7.93246,-0.50684,0.19038,22.5293,0.6346,1
1.39648,-7.74208,-0.31738,0.19038,0.18945,0.0,1
1.26953,-6.15559,-0.12695,1.58649,0.19043,1.39611,1
1.33301,-4.12488,0.06348,2.03071,0.19043,0.44422,1
0.76172,-2.72877,-0.57129,1.39611,-0.63477,-0.6346,1
0.88867,-1.84033,0.12695,0.88844,0.69824,-0.50768,1
0.8252,-1.20573,-0.06348,0.6346,-0.19043,-0.25384,1
2.28418,-0.82498,1.45898,0.38076,1.52246,-0.25384,1
2.34766,-0.50768,0.06348,0.3173,-1.39551,-0.06346,1
2.47461,-0.38076,0.12695,0.12692,0.06348,-0.19038,1
1.65039,-0.25384,-0.82422,0.12692,-0.95117,0.0,1
2.09375,-0.12692,0.44336,0.12692,1.26758,-0.0,1
1.90332,-0.12692,-0.19043,0.0,-0.63379,-0.12692,1
1.77734,-0.06346,-0.12598,0.06346,0.06445,0.06346,1
1.58691,-0.06346,-0.19043,0.0,-0.06445,-0.06346,1
18.08594,6.9171,16.49902,6.98056,16.68945,6.98056,1
18.08594,6.9171,0.0,0.0,-16.49902,-6.98056,1
18.08594,6.85364,0.0,-0.06346,0.0,-0.06346,1
18.08594,6.9171,0.0,0.06346,0.0,0.12692,1
18.14941,6.85364,0.06348,-0.06346,0.06348,-0.12692,1
18.08594,6.9171,-0.06348,0.06346,-0.12695,0.12692,1
18.14941,6.85365,0.06348,-0.06346,0.12695,-0.12692,1
18.08594,6.9171,-0.06348,0.06346,-0.12695,0.12691,1
3.42676,1.26919,-14.65918,-5.64791,-14.5957,-5.71137,1
-44.99316,-10.53431,-48.41992,-11.8035,-33.76074,-6.15559,1
-47.21387,-10.91507,-2.2207,-0.38076,46.19922,11.42274,1
-49.30859,-10.53431,-2.09473,0.38076,0.12598,0.76152,1
-12.62891,-5.71137,36.67969,4.82294,38.77441,4.44217,1
-6.0918,-2.72877,6.53711,2.9826,-30.14258,-1.84033,1
-7.93262,-1.33265,-1.84082,1.39611,-8.37793,-1.58649,1
-10.15332,-1.33265,-2.2207,0.0,-0.37988,-1.39611,1
-12.88184,-3.68066,-2.72852,-2.34801,-0.50781,-2.34801,1
-14.97656,-3.23644,-2.09473,0.44422,0.63379,2.79223,1
-8.88477,3.10952,6.0918,6.34597,8.18652,5.90175,1
-6.66309,5.14023,2.22168,2.03071,-3.87012,-4.31526,1
-6.3457,4.94985,0.31738,-0.19038,-1.9043,-2.22109,1
-0.63477,5.45753,5.71094,0.50768,5.39355,0.69806,1
-0.44434,5.33061,0.19043,-0.12692,-5.52051,-0.6346,1
-0.06348,4.88639,0.38086,-0.44422,0.19043,-0.3173,1
10.08984,3.68066,10.15332,-1.20573,9.77246,-0.76152,1
11.61328,2.03071,1.52344,-1.64995,-8.62988,-0.44422,1
12.18457,0.0,0.57129,-2.03071,-0.95215,-0.38076,1
11.35938,-2.66531,-0.8252,-2.66531,-1.39648,-0.6346,1
10.40723,-7.29786,-0.95215,-4.63256,-0.12695,-1.96725,1
8.88477,-7.869,-1.52246,-0.57114,-0.57031,4.06142,1
4.37891,-0.44422,-4.50586,7.42478,-2.9834,7.99592,1
3.49023,1.96725,-0.88867,2.41147,3.61719,-5.01331,1
3.17285,2.28455,-0.31738,0.3173,0.57129,-2.09417,1
6.15527,0.6346,2.98242,-1.64995,3.2998,-1.96725,1
4.9502,-0.88844,-1.20508,-1.52303,-4.1875,0.12692,1
3.99805,-2.22109,-0.95215,-1.33265,0.25293,0.19038,1
3.61719,-3.68066,-0.38086,-1.45957,0.57129,-0.12692,1
2.85547,-4.88639,-0.76172,-1.20573,-0.38086,0.25384,1
2.34766,-5.33061,-0.50781,-0.44422,0.25391,0.76152,1
1.9668,-3.55374,-0.38086,1.77687,0.12695,2.22109,1
1.39648,-2.34801,-0.57031,1.20573,-0.18945,-0.57114,1
0.88867,-1.58649,-0.50781,0.76152,0.0625,-0.44422,1
0.69824,-1.07881,-0.19043,0.50768,0.31738,-0.25384,1
0.50781,-0.69806,-0.19043,0.38076,0.0,-0.12692,1
0.50781,-0.44422,0.0,0.25384,0.19043,-0.12692,1
0.19043,-0.3173,-0.31738,0.12692,-0.31738,-0.12692,1
0.12695,-0.19038,-0.06348,0.12692,0.25391,0.0,1
0.0,-0.12692,-0.12695,0.06346,-0.06348,-0.06346,1
-0.38086,-0.12692,-0.38086,0.0,-0.25391,-0.06346,1
-0.63477,-0.06346,-0.25391,0.06346,0.12695,0.06346,1
-0.8252,-0.06346,-0.19043,0.0,0.06348,-0.06346,1
-0.44434,0.0,0.38086,0.06346,0.57129,0.06346,1
-0.69824,0.0,-0.25391,0.0,-0.63477,-0.06346,1
-0.8252,0.0,-0.12695,0.0,0.12695,0.0,1
0.12695,0.0,0.95215,0.0,1.0791,0.0,1
1.39648,0.0,1.26953,0.0,0.31738,0.0,1
1.39648,0.6346,0.0,0.6346,-1.26953,0.6346,1
-1.20605,2.34801,-2.60254,1.71341,-2.60254,1.07881,1
-1.20605,3.10952,0.0,0.76152,2.60254,-0.9519,1
-1.14258,3.36336,0.06348,0.25384,0.06348,-0.50768,1
-2.41113,3.74412,-1.26855,0.38076,-1.33203,0.12692,1
-3.36328,3.74412,-0.95215,-0.0,0.31641,-0.38076,1
-4.63281,3.36336,-1.26953,-0.38076,-0.31738,-0.38076,1
-6.85352,2.47493,-2.2207,-0.88844,-0.95117,-0.50768,1
-6.3457,-5.01331,0.50781,-7.48824,2.72852,-6.59981,1
-7.80566,-5.96521,-1.45996,-0.9519,-1.96777,6.53635,1
-11.99414,-3.80758,-4.18848,2.15763,-2.72852,3.10952,1
-5.90137,-2.22109,6.09277,1.58649,10.28125,-0.57114,1
-5.01367,-1.96725,0.8877,0.25384,-5.20508,-1.33265,1
-6.79004,-0.95189,-1.77637,1.01535,-2.66406,0.76152,1
-5.90137,-0.88844,0.88867,0.06346,2.66504,-0.9519,1
-5.07715,-0.69806,0.82422,0.19038,-0.06445,0.12692,1
0.0,-0.12692,5.07715,0.57114,4.25293,0.38076,1
0.12695,0.19038,0.12695,0.3173,-4.9502,-0.25384,1
0.57129,-0.12692,0.44434,-0.3173,0.31738,-0.6346,1
1.20605,-0.44422,0.63477,-0.3173,0.19043,0.0,1
1.33301,-0.25384,0.12695,0.19038,-0.50781,0.50768,1
1.39648,-0.19038,0.06348,0.06346,-0.06348,-0.12692,1
5.77441,-0.12692,4.37793,0.06346,4.31445,0.0,1
4.88672,4.63256,-0.8877,4.75948,-5.26563,4.69602,1
6.3457,7.67862,1.45898,3.04606,2.34668,-1.71341,1
9.20117,9.26511,2.85547,1.58649,1.39648,-1.45957,1
11.93066,9.07473,2.72949,-0.19038,-0.12598,-1.77687,1
12.81934,7.5517,0.88867,-1.52303,-1.84082,-1.33265,1
11.93066,4.06142,-0.88867,-3.49028,-1.77734,-1.96725,1
11.04199,0.76152,-0.88867,-3.2999,0.0,0.19038,1
7.48828,-2.53839,-3.55371,-3.2999,-2.66504,0.0,1
5.71094,-4.50564,-1.77734,-1.96725,1.77637,1.33265,1
-0.06348,-6.66327,-5.77441,-2.15763,-3.99707,-0.19038,1
-0.12695,-7.61516,-0.06348,-0.95189,5.71094,1.20573,1
-0.12695,-1.20573,0.0,6.40943,0.06348,7.36132,1
-0.06348,2.28455,0.06348,3.49028,0.06348,-2.91914,1
0.0,3.6172,0.06348,1.33265,0.0,-2.15763,1
0.12695,3.36336,0.12695,-0.25384,0.06348,-1.58649,1
0.12695,2.15763,0.0,-1.20574,-0.12695,-0.9519,1
0.19043,0.57114,0.06348,-1.58649,0.06348,-0.38075,1
0.25391,1.90379,0.06348,1.33265,0.0,2.91914,1
0.31738,1.71341,0.06348,-0.19038,0.0,-1.52303,1
0.38086,0.88844,0.06348,-0.82497,0.0,-0.63459,1
0.57129,2.60184,0.19043,1.71341,0.12695,2.53838,1
0.69824,-5.77483,0.12695,-8.37667,-0.06348,-10.09008,1
0.88867,-0.88844,0.19043,4.88639,0.06348,13.26307,1
2.66504,5.45753,1.77637,6.34597,1.58594,1.45957,1
2.98242,5.33061,0.31738,-0.12692,-1.45898,-6.47289,1
4.31543,5.83829,1.33301,0.50768,1.01563,0.6346,1
7.4248,6.34597,3.10938,0.50768,1.77637,-0.0,1
17.51465,6.79018,10.08984,0.44422,6.98047,-0.06346,1
20.37012,7.29786,2.85547,0.50768,-7.23438,0.06346,1
10.72461,5.52099,-9.64551,-1.77687,-12.50098,-2.28455,1
2.98242,2.91914,-7.74219,-2.60184,1.90332,-0.82497,1
0.76172,0.6346,-2.2207,-2.28455,5.52148,0.3173,1
0.25391,-1.45957,-0.50781,-2.09417,1.71289,0.19038,1
-0.25391,-5.52099,-0.50781,-4.06142,0.0,-1.96725,1
-1.26953,-6.21905,-1.01563,-0.69806,-0.50781,3.36336,1
-3.2998,-3.36336,-2.03027,2.85569,-1.01465,3.55375,1
-2.47461,-1.26919,0.8252,2.09417,2.85547,-0.76152,1
-2.41113,-0.50768,0.06348,0.76151,-0.76172,-1.33266,1
-3.99805,0.12692,-1.58691,0.6346,-1.65039,-0.12691,1
-4.44238,-0.44422,-0.44434,-0.57114,1.14258,-1.20573,1
-3.87109,-2.91914,0.57129,-2.47493,1.01563,-1.90379,1
-2.79199,-5.20369,1.0791,-2.28455,0.50781,0.19038,1
-2.66504,-5.07677,0.12695,0.12692,-0.95215,2.41147,1
-2.28418,-4.94986,0.38086,0.12692,0.25391,0.0,1
-0.25391,-4.82293,2.03027,0.12692,1.64941,0.0,1
0.0,-4.69601,0.25391,0.12692,-1.77637,-0.0,1
0.19043,-4.5691,0.19043,0.12692,-0.06348,0.0,1
-1.83984,-0.6346,-2.03027,3.9345,-2.2207,3.80758,1
-4.06152,4.37872,-2.22168,5.01331,-0.19141,1.07881,1
-4.63281,4.2518,-0.57129,-0.12692,1.65039,-5.14023,1
-5.07715,4.82293,-0.44434,0.57114,0.12695,0.69806,1
6.53613,5.33061,11.61328,0.50768,12.05762,-0.06346,1
6.66309,5.83829,0.12695,0.50768,-11.48633,0.0,1
17.32422,5.71137,10.66113,-0.12692,10.53418,-0.6346,1
9.20117,4.37872,-8.12305,-1.33265,-18.78418,-1.20573,1
-5.14063,0.0,-14.3418,-4.37872,-6.21875,-3.04606,1
-5.01367,-5.26715,0.12695,-5.26715,14.46875,-0.88844,1
-2.66504,-5.77483,2.34863,-0.50768,2.22168,4.75947,1
-1.45996,-6.28251,1.20508,-0.50768,-1.14355,0.0,1
-1.65039,-6.72673,-0.19043,-0.44422,-1.39551,0.06346,1
-0.95215,-6.59981,0.69824,0.12692,0.88867,0.57114,1
-0.69824,-6.40943,0.25391,0.19038,-0.44434,0.06346,1
-1.14258,-6.28251,-0.44434,0.12692,-0.69824,-0.06346,1
-0.95215,-6.09213,0.19043,0.19038,0.63477,0.06346,1
-0.88867,-4.37872,0.06348,1.71341,-0.12695,1.52303,1
0.76172,-2.72877,1.65039,1.64995,1.58691,-0.06346,1
1.01563,-0.50768,0.25391,2.22109,-1.39648,0.57114,1
1.0791,0.19038,0.06348,0.69806,-0.19043,-1.52303,1
-0.19043,0.0,-1.26953,-0.19038,-1.33301,-0.88844,1
-0.31738,-1.14227,-0.12695,-1.14227,1.14258,-0.95189,1
-0.38086,0.9519,-0.06348,2.09417,0.06348,3.23644,1
-9.13867,4.94985,-8.75781,3.99796,-8.69434,1.90379,1
-15.6748,5.52099,-6.53613,0.57114,2.22168,-3.42682,1
-19.99023,5.96521,-4.31543,0.44422,2.2207,-0.12692,1
-24.05078,6.47289,-4.06055,0.50768,0.25488,0.06346,1
-27.79492,6.47289,-3.74414,0.0,0.31641,-0.50768,1
-31.22168,-0.06346,-3.42676,-6.53635,0.31738,-6.53635,1
-7.67871,-3.99796,23.54297,-3.9345,26.96973,2.60185,1
-2.09375,-6.15559,5.58496,-2.15763,-17.95801,1.77687,1
-0.95215,-6.9171,1.1416,-0.76152,-4.44336,1.39611,1
-0.12695,-5.90175,0.8252,1.01536,-0.31641,1.77687,1
0.38086,-3.9345,0.50781,1.96725,-0.31738,0.95189,1
0.63477,-2.60185,0.25391,1.33265,-0.25391,-0.6346,1
2.34766,-1.77687,1.71289,0.82498,1.45898,-0.50768,1
1.71387,-1.14227,-0.63379,0.6346,-2.34668,-0.19038,1
1.83984,-0.76152,0.12598,0.38076,0.75977,-0.25384,1
2.09375,-0.50768,0.25391,0.25384,0.12793,-0.12692,1
2.03027,-0.38076,-0.06348,0.12692,-0.31738,-0.12692,1
2.09375,-0.25384,0.06348,0.12692,0.12695,0.0,1
2.03027,0.6346,-0.06348,0.88844,-0.12695,0.76152,1
2.09375,1.64995,0.06348,1.01535,0.12695,0.12692,1
2.2207,1.96725,0.12695,0.3173,0.06348,-0.69806,1
2.41113,0.25384,0.19043,-1.71341,0.06348,-2.03071,1
2.53809,-1.64995,0.12695,-1.90379,-0.06348,-0.19038,1
5.52051,-1.07881,2.98242,0.57114,2.85547,2.47493,1
6.98047,3.49028,1.45996,4.5691,-1.52246,3.99796,1
7.36133,7.04402,0.38086,3.55374,-1.0791,-1.01536,1
10.72461,8.12284,3.36328,1.07881,2.98242,-2.47493,1
11.74023,8.05938,1.01563,-0.06346,-2.34766,-1.14227,1
18.02246,7.869,6.28223,-0.19038,5.2666,-0.12692,1
1.33301,7.67862,-16.68945,-0.19038,-22.97168,-0.0,1
0.0,7.48824,-1.33301,-0.19038,15.35645,0.0,1
0.0,5.58445,0.0,-1.90379,1.33301,-1.71341,1
-0.57129,3.49028,-0.57129,-2.09417,-0.57129,-0.19038,1
-1.0791,1.20573,-0.50781,-2.28455,0.06348,-0.19038,1
-1.39648,-6.34597,-0.31738,-7.5517,0.19043,-5.26715,1
-1.33301,-6.5998,0.06348,-0.25384,0.38086,7.29786,1
-2.79199,-1.20573,-1.45898,5.39407,-1.52246,5.64791,1
-1.52344,1.52303,1.26855,2.72877,2.72754,-2.6653,1
-1.0791,1.64995,0.44434,0.12692,-0.82422,-2.60185,1
-0.8252,0.88844,0.25391,-0.76152,-0.19043,-0.88844,1
-0.63477,0.12692,0.19043,-0.76152,-0.06348,0.0,1
-0.44434,-0.6346,0.19043,-0.76152,0.0,0.0,1
-0.44434,-1.58649,0.0,-0.95189,-0.19043,-0.19038,1
-0.31738,-2.85569,0.12695,-1.2692,0.12695,-0.3173,1
-0.31738,-4.94986,0.0,-2.09417,-0.12695,-0.82497,1
-0.19043,-5.14023,0.12695,-0.19038,0.12695,1.90379,1
-0.19043,-5.01331,0.0,0.12692,-0.12695,0.3173,1
-0.19043,-4.88639,0.0,0.12692,0.0,0.0,1
-0.12695,-4.75948,0.06348,0.12692,0.06348,0.0,1
-0.12695,0.44422,0.0,5.20369,-0.06348,5.07677,1
-0.06348,2.85569,0.06348,2.41147,0.06348,-2.79222,1
-0.06348,3.17298,0.0,0.3173,-0.06348,-2.09417,1
-0.06348,2.53839,0.0,-0.6346,0.0,-0.95189,1
0.0,1.58649,0.06348,-0.95189,0.06348,-0.3173,1
-0.06348,0.38076,-0.06348,-1.20574,-0.12695,-0.25384,1
-0.06348,-1.07882,0.0,-1.45957,0.06348,-0.25384,1
0.06348,-3.2999,0.12695,-2.22109,0.12695,-0.76152,1
0.06348,-3.74412,0.0,-0.44422,-0.12695,1.77687,1
0.06348,-3.68066,0.0,0.06346,0.0,0.50768,1
0.06348,-3.55374,0.0,0.12692,0.0,0.06346,1
0.06348,-3.49028,0.0,0.06346,0.0,-0.06346,1
0.0,-3.36336,-0.06348,0.12692,-0.06348,0.06346,1
0.0,-0.3173,0.0,3.04606,0.06348,2.91914,1
0.0,2.60185,0.0,2.91914,0.0,-0.12692,1
0.0,3.17298,0.0,0.57114,0.0,-2.34801,1
0.0,2.91915,0.0,-0.25384,0.0,-0.82497,1
-0.57129,2.9826,-0.57129,0.06346,-0.57129,0.3173,1
-1.33301,1.96725,-0.76172,-1.01535,-0.19043,-1.07881,1
-1.20605,-0.06346,0.12695,-2.03071,0.88867,-1.01536,1
-1.14258,-2.79222,0.06348,-2.72877,-0.06348,-0.69806,1
-1.0791,-2.72877,0.06348,0.06346,0.0,2.79222,1
-0.95215,-2.60185,0.12695,0.12692,0.06348,0.06346,1
-0.88867,-1.64995,0.06348,0.95189,-0.06348,0.82498,1
-6.21875,3.10952,-5.33008,4.75948,-5.39355,3.80758,1
-11.16895,3.68066,-4.9502,0.57114,0.37988,-4.18834,1
-15.80176,4.2518,-4.63281,0.57114,0.31738,0.0,1
-20.05371,4.75948,-4.25195,0.50768,0.38086,-0.06346,1
-18.65723,4.12488,1.39648,-0.6346,5.64844,-1.14227,1
-1.14258,3.87104,17.51465,-0.25384,16.11816,0.38076,1
0.06348,0.76152,1.20605,-3.10952,-16.30859,-2.85569,1
-2.98242,-1.77687,-3.0459,-2.53839,-4.25195,0.57114,1
-3.87109,-4.18834,-0.88867,-2.41147,2.15723,0.12692,1
-4.50586,-4.12488,-0.63477,0.06346,0.25391,2.47493,1
-4.88672,-3.99796,-0.38086,0.12692,0.25391,0.06346,1
-7.93262,-3.87104,-3.0459,0.12692,-2.66504,0.0,1
-7.86914,-3.42682,0.06348,0.44422,3.10938,0.3173,1
-8.82129,0.76152,-0.95215,4.18834,-1.01563,3.74412,1
-7.4248,3.6172,1.39648,2.85568,2.34863,-1.33265,1
-7.67871,3.55374,-0.25391,-0.06346,-1.65039,-2.91914,1
-6.91699,3.42682,0.76172,-0.12692,1.01563,-0.06346,1
-5.33105,3.36336,1.58594,-0.06346,0.82422,0.06346,1
-5.2041,3.23644,0.12695,-0.12692,-1.45898,-0.06346,1
-4.69629,3.17299,0.50781,-0.06346,0.38086,0.06346,1
-5.45801,0.3173,-0.76172,-2.85569,-1.26953,-2.79223,1
-3.17285,-3.04607,2.28516,-3.36337,3.04688,-0.50768,1
1.52344,-2.9826,4.69629,0.06346,2.41113,3.42683,1
4.69629,2.85569,3.17285,5.83829,-1.52344,5.77483,1
4.37891,2.79222,-0.31738,-0.06346,-3.49023,-5.90175,1
4.06152,2.72877,-0.31738,-0.06346,0.0,0.0,1
9.13867,3.2999,5.07715,0.57114,5.39453,0.63459,1
13.83398,0.25384,4.69531,-3.04607,-0.38184,-3.6172,1
18.21289,-3.42682,4.37891,-3.68066,-0.31641,-0.63459,1
22.27441,-4.88639,4.06152,-1.45957,-0.31738,2.22109,1
-22.02051,2.9826,-44.29492,7.869,-48.35645,9.32857,1
-22.02051,2.9826,0.0,0.0,44.29492,-7.869,1
-44.10449,5.90175,-22.08398,2.91914,-22.08398,2.91914,1
1382.4502,7.67915,1426.55469,1.7774,1448.63867,-1.14174,1
56.78711,5.839,56.67261,5.839,59.70679,7.15564,1
8.12878,0.45796,-48.65833,-5.38103,-105.33093,-11.22003,1
0.7442,-0.68694,-7.38458,-1.1449,41.27374,4.23613,1
1.60284,0.0,0.85864,0.68694,8.24323,1.83184,1
1.1449,0.6297,-0.45795,0.6297,-1.31659,-0.05724,1
0.05725,-1.08765,-1.08765,-1.71735,-0.6297,-2.34705,1
1.31665,1.31664,1.2594,2.40429,2.34705,4.12164,1
0.7442,-1.83184,-0.57245,-3.14848,-1.83185,-5.55276,1
0.17175,-1.43113,-0.57245,0.40071,0.0,3.54919,1
0.45795,-8.18604,0.28619,-6.75492,0.85864,-7.15563,1
0.229,-6.41145,-0.22894,1.7746,-0.51514,8.52951,1
0.8587,-0.6297,0.6297,5.78175,0.85864,4.00715,1
0.4007,-2.06082,-0.45801,-1.43113,-1.08771,-7.21288,1
1.20215,-1.25939,0.80145,0.80143,1.25946,2.23256,1
1.3739,0.97317,0.17175,2.23256,-0.6297,1.43113,1
0.68695,9.21645,-0.68695,8.24329,-0.8587,6.01073,1
0.34344,6.64042,-0.34351,-2.57603,0.34344,-10.81931,1
0.91589,4.00715,0.57245,-2.63327,0.91595,-0.05724,1
1.60284,4.29338,0.68695,0.28622,0.1145,2.9195,1
0.5152,1.43113,-1.08765,-2.86225,-1.7746,-3.14848,1
2.46155,-1.1449,1.94635,-2.57603,3.034,0.28622,1
1.43115,-2.80501,-1.0304,-1.66011,-2.97675,0.91592,1
1.54559,-4.40787,0.11444,-1.60286,1.14484,0.05725,1
-0.05725,-3.94991,-1.60284,0.45796,-1.71729,2.06082,1
1.71735,-5.66726,1.7746,-1.71735,3.37744,-2.17531,1
-0.17175,-5.78175,-1.8891,-0.11449,-3.6637,1.60286,1
2.28979,0.28622,2.46155,6.06797,4.35065,6.18246,1
-0.17175,13.62432,-2.46155,13.3381,-4.9231,7.27012,1
3.1485,13.16636,3.32025,-0.45796,5.7818,-13.79605,1
0.34344,12.1932,-2.80505,-0.97317,-6.12531,-0.51521,1
4.63684,9.38819,4.2934,-2.80501,7.09845,-1.83184,1
9.21643,6.64043,4.57959,-2.74776,0.28619,0.05725,1
12.59393,4.69409,3.3775,-1.94633,-1.20209,0.80143,1
16.65833,0.57245,4.06439,-4.12164,0.68689,-2.17531,1
35.43469,-21.81036,18.77637,-22.38281,14.71198,-18.26117,1
1.3739,-3.26297,-34.06079,18.5474,-52.83716,40.93021,1
-0.97314,-3.89266,-2.34705,-0.6297,31.71375,-19.17709,1
-1.60284,-7.27012,-0.6297,-3.37746,1.71735,-2.74776,1
-21.35242,8.98747,-19.74957,16.2576,-19.11987,19.63506,1
23.18427,-0.68694,44.53668,-9.67441,64.28625,-25.93201,1
-0.8587,1.37388,-24.04297,2.06082,-68.57965,11.73523,1
-0.8587,3.14848,0.0,1.77459,24.04297,-0.28623,1
-0.80145,2.40429,0.05725,-0.74418,0.05725,-2.51878,1
0.0,2.34705,0.80145,-0.05725,0.7442,0.68694,1
0.7442,2.11807,0.7442,-0.22898,-0.05725,-0.17173,1
1.8891,-0.57245,1.1449,-2.69052,0.4007,-2.46154,1
-2.57605,-4.40787,-4.46515,-3.83542,-5.61005,-1.1449,1
2.0036,-6.41145,4.57965,-2.00358,9.0448,1.83184,1
-0.8587,-8.35778,-2.8623,-1.94633,-7.44196,0.05725,1
0.229,-12.76565,1.08771,-4.40787,3.95001,-2.46154,1
-0.17175,-6.01073,-0.40076,6.75492,-1.48846,11.16279,1
-1.43115,10.13237,-1.2594,16.1431,-0.85864,9.38819,1
1.2594,5.43828,2.69055,-4.6941,3.94995,-20.8372,1
-48.77277,3.83542,-50.03217,-1.60286,-52.72272,3.09124,1
-61.59564,7.61359,-12.82288,3.77817,37.20929,5.38103,1
-27.76385,15.34167,33.83179,7.72808,46.65466,3.94991,1
-38.92664,20.15026,-11.16278,4.80859,-44.99457,-2.91949,1
-22.66907,-1.94633,16.25757,-22.0966,27.42035,-26.90519,1
-14.71198,1.1449,7.95709,3.09123,-8.30048,25.18783,1
-13.68158,-4.75134,1.0304,-5.89624,-6.9267,-8.98747,1
-1.54559,-4.29338,12.13599,0.45796,11.10559,6.3542,1
-18.43292,-5.03757,-16.88733,-0.74419,-29.02332,-1.20215,1
-7.09839,-9.67441,11.33453,-4.63684,28.22186,-3.89266,1
-0.8587,-2.80501,6.23969,6.8694,-5.09485,11.50625,1
1.2594,-3.32021,2.1181,-0.51521,-4.12158,-7.38461,1
-10.64758,2.06082,-11.90698,5.38103,-14.02509,5.89624,1
-13.68158,-2.69052,-3.034,-4.75134,8.87299,-10.13237,1
-14.82648,1.31664,-1.1449,4.00715,1.8891,8.75849,1
-12.07874,-9.15921,2.74774,-10.47584,3.89264,-14.48299,1
-6.75494,-0.51521,5.32379,8.644,2.57605,19.11984,1
